question,document,score,reasoning
"If my first submission gets rejected, can I fix it and send it again later?",d5fc98925d,good,"The AI answer correctly states that a rejected first submission can be improved and resubmitted during the attempt #2 submission window. It captures the key point of the ground truth, though it omits extra details about one-project submission and peer review, which are not required for semantic equivalence here."
Can I skip the first submission window and still submit in the second one?,d5fc98925d,good,"The AI answer correctly states that missing the first submission window does not prevent submitting in the second window. It preserves the core point of the ground truth. It omits extra details about only needing one project and the peer-review certification requirement, but those are not necessary for answering the question asked."
"If I submit two projects just for practice, do they have to be on different datasets and use different problem statements?",d5fc98925d,good,"The AI answer correctly states the key point that two practice projects must use different datasets and different problem statements. It omits the additional context about only needing one project, resubmission windows, and peer review, but those are not necessary for answering the specific question."
"Can I use the competition as my capstone project, or is that not allowed?",e892d44e42,good,"The AI answer matches the ground truth: it says the competition cannot be used as the capstone, that the capstone is individual, and that the competition can still be taken separately and as a team. This preserves the key meaning."
"If I join the competition with a team, does that replace the individual capstone requirement?",e892d44e42,good,"The AI answer preserves the key meaning of the ground truth: team participation in the competition is allowed, but it does not replace the individual capstone requirement. The added wording about independent evaluation is consistent with the original message and does not change the core answer."
Is the capstone project meant to be done alone even if I participate in the contest with others?,e892d44e42,good,"The AI answer matches the ground truth: it says the capstone is individual, while the contest can be done in groups. This preserves the key distinction and meaning."
Can I team up for the math-kaggle-llm-competition and still have a separate capstone submission?,e892d44e42,bad,"The ground truth says you may form teams for the math-kaggle-llm-competition, but the capstone itself is individual. The AI answer incorrectly says you can still do a separate capstone submission and implies the competition does not count as the capstone, which is not what the original answer states. It changes the key answer from a straightforward 'No' to 'Yes' regarding a separate capstone submission, so it is not semantically equivalent."
"Does taking part in the competition count toward the capstone, or do I still need to do an individual project?",e892d44e42,good,"The AI answer preserves the key point from the ground truth: competition participation does not count toward the capstone, and the capstone must be done individually. It omits the optional note about participating in the competition as a group, but that is extra detail rather than a required part of the answer."
How will my capstone project be graded in this course?,9a2e2d2008,good,"The AI answer preserves the core grading process: three randomly assigned peer reviewers, reciprocal grading of three fellow students, and final grade as the median of peer review scores. It omits the warning that failing to comply may prevent earning the Certificate, but that is supplementary rather than the main grading mechanism asked about. The evaluation guidelines requirement is also retained in substance."
Who reviews the project after I submit it?,9a2e2d2008,good,"The AI answer captures the key point that the project is reviewed by three randomly assigned students who also submitted the project. It omits the additional grading responsibility and median-grade detail, but those are extra details not necessary to answer the question asked."
Do I also have to grade other students' capstone projects?,9a2e2d2008,good,"The AI answer captures the core requirement that the student must grade three fellow students’ capstone projects and notes the consequence of not doing so. It omits some extra details from the ground truth, such as that each project is evaluated by three randomly assigned students and that the final grade is the median of peer reviewer scores, but these are not necessary to answer the question asked. Semantically equivalent overall."
What happens if I don't do the required peer reviews?,9a2e2d2008,good,"The AI answer captures the key consequence: failing to complete required peer reviews can prevent earning the certificate. It also correctly mentions that you must review 3 projects. While it omits some details like three random reviewers evaluating your project and the final grade being the median, those are not essential to the direct question asked."
How is the final score for the capstone calculated?,9a2e2d2008,good,"The AI answer states the key point that the final score is the median score of the peer reviewers' grades, which matches the ground truth. It omits additional details about peer-review obligations, but those are not needed to answer the question."
"After the project deadline is over, how do we get assigned the projects we need to review or grade?",eae0fb50aa,good,"The AI answer matches the ground truth: after the submission deadline, an Excel sheet is shared and each participant gets 3 projects assigned for review/grading. This preserves the key information exactly."
Will there be some kind of list or sheet shared once submissions close for the project reviews?,eae0fb50aa,good,"The AI answer preserves the key point: once the submission deadline passes, an Excel sheet will be shared containing the project assignments for each participant. It does not introduce any conflicting information, and the mention of review/grading is compatible with project review context. The core meaning is equivalent."
How many projects does each participant have to check after the deadline?,eae0fb50aa,good,"The AI answer matches the ground truth: after the deadline, each participant is assigned 3 projects to check. It preserves the key information without contradiction or omission."
"Is the project assignment for grading done automatically after the submission deadline, or is it sent out manually?",eae0fb50aa,good,The AI answer matches the ground truth: project assignment is not automatic; after the deadline an Excel sheet is shared manually with 3 projects assigned to each participant. It conveys the same key information.
When should we expect to receive the review/grading assignments for the capstone projects?,eae0fb50aa,good,"The AI answer matches the ground truth: it states that the assignments are received after the submission deadline, and that an Excel sheet will be shared with 3 projects assigned to each participant. No key information is missing or incorrect."
"I already turned in my capstone project, so why am I still not able to see anything to review?",a8a7fef016,good,"The AI answer preserves the ground truth meaning: after the submission deadline, projects will be assigned for evaluation, and users cannot choose projects or review anything before the list is released. This is semantically equivalent."
"After the submission deadline ends, how do project reviews get assigned to us?",a8a7fef016,good,"The AI answer matches the key idea that reviews are assigned only after the submission deadline passes, but it adds unsupported specifics about an Excel sheet and exactly 3 projects per participant. The ground truth only says projects will be assigned to you for evaluation, you cannot choose them, and you cannot review before the list is released. Since the AI answer does not contradict the assignment timing or choice restriction, it is close enough in meaning, though it includes extra unverified detail."
"Can I pick which projects I want to evaluate, or is it assigned automatically?",a8a7fef016,good,"The AI answer preserves the key point that project evaluation is assigned automatically after the submission deadline and that the user cannot choose which projects to review. It matches the ground truth semantically, though it omits the explicit note about not being able to review before the list is released. That omission does not change the core answer."
Is there a way to review projects before the review list is released?,a8a7fef016,good,The AI answer matches the ground truth: it says you cannot review projects before the list is released and that reviews begin only after the submission deadline has passed. This preserves the key information that you can't choose projects or review early.
When should I expect projects to show up for evaluation after I submit mine?,a8a7fef016,good,"The AI answer matches the key point that projects are assigned only after the submission deadline has passed. It adds an Excel sheet with 3 projects per participant, which is extra detail but not contradictory to the original answer. It also implies you cannot choose projects, though it doesn't explicitly state that or mention that reviews cannot begin before release. Overall it conveys the same core information."
Where can I look for project ideas and datasets for the capstone project?,e76a70cde3,good,"The AI answer correctly points to the same GitHub page and states that it contains project ideas, datasets, tips, and guidelines. This matches the ground truth semantically."
Is there a page with example datasets I can use for the project?,e76a70cde3,good,"The AI answer points to the same GitHub page and indicates it contains project ideas and datasets. This matches the ground truth key information, even though it is slightly less detailed and omits the mention of tips and guidelines."
Do you have any tips or guidelines for picking a dataset for the capstone?,e76a70cde3,good,"The AI answer preserves the key information from the ground truth: it directs the user to the same GitHub project page and states that it contains ideas, dataset suggestions, tips, and guidelines. The extra offer to help evaluate a specific dataset is fine and does not alter the meaning."
I'm stuck on project ideas — where should I check for inspiration?,e76a70cde3,good,"The AI answer conveys the same essential information as the ground truth: it points the student to the GitHub page containing project ideas and datasets. It omits the mention of tips and guidelines, but that is extra detail rather than the core answer."
Is there a GitHub link that lists possible ideas and datasets for the project?,e76a70cde3,good,The AI answer correctly confirms that a GitHub link exists and provides the same link from the ground truth. It conveys the key information that the page contains project ideas and datasets. Semantically equivalent.
"Do I actually need Airflow or Mage for the capstone ingestion part, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says no orchestrator is required, a plain Python script is enough for full points, a Jupyter notebook is worth 1 point instead of 2, and an orchestrator should only be used when it fits the project such as recurring daily ingestion. The extra mention of specific tools (Airflow, Mage, Kestra) does not change the meaning."
"Would a Jupyter notebook count for the ingestion pipeline in the capstone, or do I need a real pipeline tool?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a Jupyter notebook can count but is worth less, a plain Python script gets full points, and no real orchestration tool is needed just for credit. It preserves the key point that the notebook receives 1 point instead of 2 and that an orchestrator is unnecessary unless it suits the project, which is consistent with the original answer."
"If I use plain Python to load and index the data, do I still get full points for that criterion?",d4f7c08ea1,good,"The AI answer correctly states that a plain Python script is enough for full points on the ingestion pipeline criterion. It omits the additional clarification that a Jupyter notebook would be worth 1 point instead of 2, and the note about using an orchestrator only when appropriate. However, it does not contradict the core answer and preserves the key information asked about."
When is it worth using an orchestrator like Kestra in the capstone project instead of just scripting it?,d4f7c08ea1,good,"The AI answer preserves the core message: an orchestrator like Kestra is optional and should only be used when the project genuinely needs it, with recurring/daily ingestion given as an example. It also correctly states that a plain Python script is enough for full points and that you should not add an orchestrator just for the criterion. It omits the notebook-vs-script point, but that is extra detail rather than the key answer. Semantically equivalent."
"Should I add an orchestration tool just to meet the project requirements, or only if my data updates regularly?",d4f7c08ea1,good,"The AI answer preserves the core guidance: do not add orchestration merely to satisfy requirements, a plain Python script is sufficient for full points on the ingestion pipeline criterion, and an orchestrator is appropriate only when it genuinely fits the project such as recurring daily updates. It matches the ground truth semantically, though it omits the notebook scoring detail, which is not essential to the main answer."
How can I evaluate a recommender-style RAG project when I don’t have any clear ground-truth Q&A pairs?,9b0e2d6a47,good,"The AI answer preserves the key points of the ground truth: it suggests synthetic ground truth via LLM-generated queries from item descriptions, evaluation with hit rate/MRR/NDCG, and LLM-as-a-judge with a fixed rubric. It also correctly notes that NDCG is often a better fit than hit rate for ranking-style recommender problems. Semantically equivalent."
What’s a good way to create synthetic test queries for a ranking RAG system from item descriptions?,9b0e2d6a47,good,"The AI answer correctly captures the first recommended approach: synthetic ground truth from item descriptions, generating about 5 queries per item, then evaluating with hit rate/MRR/NDCG. It also correctly notes that NDCG is a good ranking metric. However, it omits the second complementary approach from the ground truth: using an LLM-as-a-judge to rate end-to-end RAG quality on a rubric. Since the question asks for a good way, the main method is present, but the original answer explicitly gives two complementary approaches. This is a partial omission, but the core guidance is still semantically aligned enough."
"If I’m checking retrieval quality in a recommender setup, should I use hit rate, MRR, or NDCG?",9b0e2d6a47,good,"The AI answer captures the key point from the ground truth: NDCG is often the best fit for ranking-style recommender retrieval, especially when multiple items are acceptable, and hit rate/MRR can be used as complementary metrics. It does not mention the two evaluation approaches (synthetic ground truth and LLM-as-a-judge), but the question specifically asks which metric to use, so that omission is acceptable. The main semantic content matches."
How do people use an LLM as a judge to score the output of a RAG recommender end to end?,9b0e2d6a47,good,"The AI answer correctly describes the end-to-end LLM-as-a-judge approach: sample queries, run the full RAG system, and have another LLM rate outputs on a fixed rubric such as a 1–5 scale for relevance/usefulness. This matches the core of the ground truth's second approach. However, it omits the first complementary approach about synthetic ground truth and does not mention the note that NDCG is often better than hit-rate for ranking-style problems. Still, the question asks specifically about using an LLM as a judge end to end, so the omission of the synthetic-ground-truth method is acceptable. The extra Pandas code is irrelevant but not incorrect for the evaluation question."
"For ranking-type RAG problems where more than one answer is okay, why is NDCG often a better metric than hit rate?",9b0e2d6a47,good,"The AI answer matches the key point from the ground truth: NDCG is better for ranking-style problems with multiple acceptable answers because it rewards higher-ranked relevant items rather than only checking whether any relevant item appears. It does not include the extra two evaluation approaches from the ground truth, but those were not part of the question being asked. The core comparison between NDCG and hit rate is correctly conveyed."
How should I chunk a really big PDF corpus without overthinking it first?,6f2a8b3d10,good,"The AI answer preserves all key points from the ground truth: iterate rather than over-optimize upfront, start with fixed-size overlapping chunks around 1000 tokens, evaluate on a small ground-truth set, try LLM-based logical section chunking, add chunk summaries, use BM25+dense hybrid search for long structured docs, use the same PDF parsing tools, and re-evaluate after each change while optimizing measurable retrieval metrics. Semantically equivalent."
"What’s a simple chunking setup to start with for long docs, and how do I know if it’s working?",6f2a8b3d10,good,"The AI answer matches the ground truth on the key points: start with fixed-size ~1000-token chunks with overlap, evaluate on a small ground-truth set using hit rate/MRR, iterate and re-run evals after each change, and it mentions the same next-step improvements (LLM sectioning, summaries, hybrid search). It omits the PDF parsing tool suggestions, but those were ancillary rather than the core answer to the question."
Is it worth using LLMs to split documents into sections instead of fixed chunks?,6f2a8b3d10,good,"The AI answer captures the core guidance: fixed chunks first, then try LLM-based logical section splitting, and evaluate by hit rate/MRR rather than assuming it is best. It preserves the main recommendation to iterate and test. It omits some extra suggestions from the ground truth (summaries, hybrid search, PDF tools), but those are ancillary, not essential to the question asked."
"Should I add summaries to chunks for retrieval, or is that overkill?",6f2a8b3d10,bad,"The AI answer does not address the question or the ground-truth guidance about chunking and summaries. The expected answer is that adding short LLM-generated summaries per chunk can be useful, but one should iterate and evaluate rather than aiming for perfection upfront. Saying 'I don't know' misses the key point entirely."
"For legal or financial PDFs, do I need BM25 with dense search, and what tools can help parse the files first?",6f2a8b3d10,good,"The AI answer matches the ground truth on the core point: for long, structured legal/financial PDFs, hybrid search (BM25 + dense) is recommended, and it names the same parsing tools with the same general qualities/use cases. It omits the extra guidance about iterative chunking and evaluation, but that was not the key asked information here. Semantically equivalent overall."
What do you mean by reproducibility for the capstone project — do reviewers need my API keys to run it?,e5d8a2c761,good,"The AI answer matches the ground truth well. It clearly states reviewers should not need the student's API keys, explains reproducibility as cloning the repo and following the README to rebuild from scratch using their own credentials, and includes the key implementation guidance: never commit keys, provide .env.example, keep .env ignored, provide a rebuild script/notebook, pin dependencies, document versions, and use a cheap model. Semantically equivalent and complete."
Should I put real API keys or service credentials in the repo so someone can recreate the project?,e5d8a2c761,good,"The AI answer correctly says not to include real API keys or credentials, recommends a .env.example and .gitignore, and mentions rebuilding from scratch with the reviewer’s own credentials. It captures the core answer. However, it omits some extra guidance from the ground truth such as pinning dependency versions, documenting Python/Docker versions, and using a cheap model to reduce reviewer costs. These omissions do not change the main answer to the user’s question."
How is a reviewer supposed to rebuild the search index and dataset setup from my project?,e5d8a2c761,bad,"The AI answer captures the main reproducibility points about providing a script/notebook that ingests the dataset and rebuilds the search index locally, and that the reviewer should follow the README to recreate the system from scratch. However, it misses several key parts of the ground truth: do not share API keys/credentials, use a .env.example with .env ignored, use a cheap model to avoid burning credits, and pin dependency versions / document Python or Docker versions. It also adds an unsupported detail about chunked documents. Since it omits multiple important points from the original answer, it is not semantically equivalent."
"Do I need to include an .env file with actual values, or is there a safer way to share the config?",e5d8a2c761,bad,"The AI answer does not address the question or convey any of the ground-truth guidance about using .env.example, keeping secrets out of the repo, or sharing reproducible config safely. It is effectively non-answering and misses the key point."
What should I do about model choice and dependency versions so other people can run the project without issues?,e5d8a2c761,good,"The AI answer matches the ground truth on the main points: use a cheap model, pin dependency versions, document Python/Docker versions, and avoid including API keys by using a .env.example. It omits the explicit instruction to provide a script/notebook that ingests the dataset and rebuilds the search index locally, but it still captures the core guidance about reproducibility and credentials. Since the question asks about model choice and dependency versions, the answer is semantically aligned and sufficiently complete."
"Can I do the homework or final project in a language other than Python, like JavaScript, Go, or Rust?",ea815eb858,good,"The AI answer preserves the key points: Python is strongly recommended/default, other languages are allowed but only with a strong reason, documentation must be thorough, and the README should cover installation and running on Windows/macOS/Linux. It also includes the Go example and notes the need for reproducibility. This is semantically equivalent to the ground truth."
"If I pick a non-Python stack for the capstone, what kind of documentation do I need to include?",ea815eb858,good,"The AI answer preserves the key requirement from the ground truth: if using a non-Python stack, documentation must be very thorough, include dependency installation and run instructions for Windows/macOS/Linux, assume no reviewer familiarity with the ecosystem, and make the project easy to reproduce/evaluate. It also includes the Go example. This is semantically equivalent."
"Will the course reviewer expect the project to be in Python, or can they handle other languages too?",ea815eb858,good,"The AI answer preserves the key points: Python is the expected/easiest choice, other languages are technically allowed, and non-Python submissions require thorough documentation for reproducibility and evaluation. It also correctly indicates this applies to the capstone project. It omits some specifics (examples of languages, Windows/macOS/Linux instructions, and that this applies to every homework), but those are details rather than core meaning."
"What should my README explain if I submit a project in Java, Scala, C#, R, or some other language?",ea815eb858,good,"The AI answer captures the essential requirement: if using a non-Python language, the README must thoroughly explain dependency installation and how to run the project on Windows, macOS, and Linux, assuming the reviewer is unfamiliar with the ecosystem. It also preserves the Go example and the reproducibility requirement. It omits the broader context that Python is preferred and that this applies to all homework and the capstone, but the question asks specifically about what the README should explain for non-Python submissions, so that omission is acceptable."
Are there any special requirements to make a non-Python homework submission easy to run and review?,ea815eb858,good,"The AI answer captures the key point: non-Python submissions are allowed but require very thorough documentation so reviewers can reproduce and run them, including OS-specific run/install instructions and example commands. It omits the nuance that Python is the preferred/default choice and that this applies to every homework and the final/capstone project, but that is not essential to the direct question about special requirements for non-Python submissions. Overall, the semantic content matches the ground truth."
Where can I check out past LLM Zoomcamp capstone project submissions?,930286278d,good,"The AI answer matches the ground truth: it provides the same two project submission links for 2024 and 2025. It omits the extra explanatory sentence about scope and quality, but that is not essential to the question."
Is there a page with previous LLM Zoomcamp projects from 2024 and 2025?,930286278d,good,"The AI answer correctly states that pages exist for both 2024 and 2025 and provides the correct links. It preserves the key information from the ground truth, with only minor omission of the extra explanatory sentence about submitted repositories and project scope, which is not essential."
Can I see example capstone repos from earlier LLM Zoomcamp cohorts?,930286278d,good,The AI answer matches the ground truth: it points to the same 2024 and 2025 project pages and explains they contain submitted repositories useful for understanding expected scope and quality. No key information is missing or incorrect.
Where are the submitted LLM Zoomcamp project repositories listed?,930286278d,good,The AI answer matches the ground truth: it points to the 2024 and 2025 projects pages where submitted repositories are listed. It preserves the key information without introducing errors.
Do you have links to past LLM Zoomcamp project examples so I can gauge the expected scope?,930286278d,good,The AI answer matches the ground truth: it provides the same two links for 2024 and 2025 project submissions and explains they can be used to gauge expected scope and quality. No key information is missing or incorrect.
Do I need to reserve my capstone idea before I start working on it?,897a350476,good,"The AI answer states the key point correctly: no need to reserve or announce the idea before starting. It also includes the Slack feedback option. It omits the extra guidance about reviewing previous projects and that similar topics are acceptable, but that is supplementary rather than the core answer."
Should I announce my project topic somewhere before beginning the capstone?,897a350476,good,"The AI answer correctly states that there is no need to announce or reserve the project idea before starting, and it includes the Slack feedback option. It omits the additional note about looking at previous projects and that similar topics are acceptable if the implementation is original, but the core answer is preserved."
Can I just pick a project idea and start without asking for approval first?,897a350476,good,"The AI answer matches the key point: no approval/announcement/reservation is needed before starting, and feedback can be sought in Slack. The only issue is the opening 'Yes' is slightly misleading because the ground truth answers 'No' to the question, but the explanation immediately clarifies the correct policy. Overall the semantic content is correct."
Is it okay if my capstone topic is similar to another student's project?,897a350476,good,"The AI answer matches the core guidance from the ground truth: similar topics are allowed if the implementation is original and requirements are met. It omits the extra details about not needing to announce/reserve the idea and where to ask for feedback, but those are not essential to the direct question."
"If I want feedback on my project idea, where should I ask?",897a350476,good,"The AI answer correctly states that feedback should be asked in Slack, which matches the ground truth. It omits the additional context about not needing to reserve the idea and the reference to previous projects, but the question only asks where to ask for feedback, so the core answer is correct."
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14,good,"The AI answer matches the ground truth: it says a Telegram or WhatsApp bot is allowed, that any interface is acceptable, and that the course does not teach how to build those interfaces so you must figure it out yourself. It preserves the key caveat about meeting evaluation criteria. The mention of AI assistance being simple is omitted, but that is extra detail, not essential."
"Is a web app required for the project, or can I use some other interface?",7318a90b14,good,"The AI answer correctly says a web app is not required and that any interface is acceptable, matching the core of the ground truth. It includes several examples and the evaluation-criteria condition. It omits the note that the course does not teach how to build these interfaces, but that is supplementary rather than essential to the question."
"Would a CLI, Slack app, or notebook count as a valid project interface?",7318a90b14,good,"The AI answer matches the ground truth: it explicitly says CLI, Slack app, and notebook are valid interfaces, and it preserves the key idea that any interface is acceptable as long as the project meets evaluation criteria. It omits the note that the course doesn't teach how to build these interfaces, but that is extra detail rather than core meaning."
Are there any rules about how the end user should access the capstone project?,7318a90b14,good,"The AI answer preserves the core meaning: there are no strict rules, any interface is acceptable, and it must meet evaluation criteria. It omits the note that the course does not teach how to build these interfaces, but that is extra context rather than a key requirement of the answer."
"If I use a bot or other custom interface, does the course show how to build it?",7318a90b14,good,"The AI answer matches the ground truth: it says custom interfaces are allowed, but the course does not teach how to build them and the learner must figure it out independently. This preserves the key meaning of the original, though it omits some examples and the note about evaluation criteria. Those omissions do not change the answer."
What’s a good tool to pull text out of PDFs for a RAG project?,d8b28c47a0,good,"The AI answer conveys the same core recommendation as the ground truth: there is no single prescribed tool, and it names the key suggested options (docling, pymupdf4llm/PyMuPDF, pytesseract, and hosted OCR like Mistral OCR). It also preserves the advice to test a few tools on sample documents to see which extracts the cleanest text. It omits unstructured, but that is not essential to the main answer."
"If my PDFs are scanned images, what can I use instead of normal text extraction?",d8b28c47a0,good,"The AI answer correctly identifies OCR as the appropriate alternative for scanned/image-based PDFs with no text layer and mentions both pytesseract/Tesseract OCR and hosted OCR like Mistral OCR. This matches the core of the ground truth, though it omits the additional suggested tools. The key question is answered accurately."
Is there a recommended library in the course for converting documents to Markdown or JSON?,d8b28c47a0,good,"The AI answer captures the key point that the course does not mandate a specific library and correctly names docling and pymupdf4llm/PyMuPDF as recommended options. It omits some additional options from the ground truth, but those are extra examples rather than required core information. The semantic meaning is preserved."
Which OCR option should I try if I don’t want to do the scanning locally?,d8b28c47a0,good,"The AI answer matches the ground truth's key point: if the user doesn't want local scanning/OCR, a hosted OCR service such as Mistral OCR is recommended. It preserves the main recommendation even though it omits other alternatives and extra context."
What tools do people usually use when extracting text from different document types for RAG?,d8b28c47a0,good,"The AI answer captures the same key tools listed in the ground truth (docling, PyMuPDF/pymupdf4llm, unstructured, pytesseract, hosted OCR such as Mistral OCR) and preserves the main point that no single tool is prescribed and users should test what works best for their documents. It omits some minor detail about structured Markdown/JSON and the follow-up link, but that does not change the semantic answer."
Can I reuse the workshop content in my own capstone project?,d850a0e7ea,good,"The AI answer correctly states that the workshop content can be reused in a capstone project because dlt is open-source, which matches the ground truth. The extra note about keeping the capstone individual is not in the original answer, but it does not contradict the core message."
Is it okay to use dlt from this workshop in other Zoomcamp projects too?,d850a0e7ea,good,"The AI answer preserves the key point from the ground truth: dlt can be used in other Zoomcamp projects, including MLOps Zoomcamp. It is semantically equivalent, though it omits the extra note about being open-source and the workshop content being usable for a capstone project. Those omissions do not change the core answer."
Can I take ideas or materials from the workshop and apply them to a different project?,d850a0e7ea,good,"The AI answer preserves the key point: workshop content is open-source and can be used directly in other projects. It is semantically consistent with the ground truth, though it omits the specific examples (capstone project, dlt, MLOps Zoomcamp) that are not necessary for correctness."
"Since dlt is open source, am I allowed to use it directly in my own work?",d850a0e7ea,good,"The AI answer preserves the key point: dlt is open source and can be used directly in your own projects. It also correctly mentions the workshop materials allow using it for capstone or other projects. This is semantically equivalent to the ground truth, though slightly less specific about other Zoomcamps and asking questions."
"If I have questions while using the workshop stuff in a project, can I just ask about it?",d850a0e7ea,good,"The AI answer preserves the key point that questions are welcome while using the workshop materials in a project. It omits extra context about dlt being open-source and usable in capstone or other Zoomcamps, but that is additional detail rather than the core answer. The semantics match the original answer's invitation to ask questions or use the materials in projects."
How do I create a new dlt project for loading data from cloud storage?,6bceeebf04,good,The AI answer matches the ground truth exactly in meaning and command. It provides the same initialization command and the same reference for more directions.
What command should I run to start a filesystem-to-duckdb dlt pipeline?,6bceeebf04,good,"The AI answer gives the exact command needed to start the filesystem-to-duckdb dlt pipeline, matching the ground truth. The extra instructions are not necessary, but the core answer is correct and complete."
I'm trying to load from cloud with dlt — how do I initialize the project?,6bceeebf04,good,The AI answer gives the same initialization command and points to the same documentation link as the ground truth. It preserves the key instruction for initializing the project.
Which dlt init command sets up a filesystem source with DuckDB?,6bceeebf04,good,The AI answer exactly matches the ground truth command needed to set up a filesystem source with DuckDB. No key information is missing.
Where should I begin if I want to follow the dlt filesystem tutorial for cloud loading?,6bceeebf04,good,The AI answer gives the same starting command as the ground truth and includes the tutorial link. It preserves the key instruction to begin with `dlt init filesystem duckdb` and is semantically equivalent.
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397,good,The AI answer conveys the same core cause as the ground truth: not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. It explains the mismatch clearly and is semantically equivalent.
"What should I check if my pipeline says I need to call `db.create_table(notion_pages___homework, data)` first?",0407213397,good,"The AI answer matches the ground truth: it says the error means not all instances of ""employee_handbook"" were changed to ""homework"" in the pipeline settings. This preserves the key diagnostic point exactly."
"I renamed the table to `homework`, but why is the code still looking for `employee_handbook` somewhere?",0407213397,good,The AI answer conveys the same core idea as the ground truth: some pipeline settings still contain references to 'employee_handbook' and not all instances were renamed to 'homework'. The extra suggestions are consistent and do not change the meaning.
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397,good,The AI answer matches the ground truth: it identifies that the FileNotFoundError for notion_pages___homework is caused by not replacing all occurrences of 'employee_handbook' with 'homework' in the pipeline settings. This conveys the same fix and key point.
"If the table name changed, where else do I need to update `employee_handbook` so `db.open_table` works?",0407213397,good,"The AI answer preserves the key point from the ground truth: the table name must be updated in all pipeline settings where the old name still appears. It is semantically equivalent, though less specific about replacing it with 'homework'."
Why am I getting `FileNotFoundError: Table notion_pages___homework does not exist` when I run `main()`?,e95bfafc0e,bad,"The ground truth says the fix is to open the correct table by setting `dbtable = db.open_table(""notion_pages___homework"")` on line 3. The AI answer instead refers to changing `employee_handbook` to `homework`, which does not match the actual table name and introduces unsupported context. It misses the specific correct table name and gives potentially incorrect guidance."
What should I change if `db.open_table()` says the `notion_pages___homework` table is missing?,e95bfafc0e,bad,"The ground truth says to open the correct table by using db.open_table(""notion_pages___homework"") on line 3. The AI answer instead discusses changing instances of `employee_handbook` to `homework` in pipeline settings, which is unrelated and does not address the missing table name or the specific code change needed. It misses the key point."
"In the dlt workshop code, which table name should I use on line 3 to avoid this error?",e95bfafc0e,good,The AI answer matches the ground truth exactly by specifying the correct table name to use on line 3: notion_pages___homework. It conveys the same fix and avoids the error.
"How do I fix the issue where the script asks me to call `db.create_table(notion_pages___homework, data)`?",e95bfafc0e,good,"The AI answer includes the key fix from the ground truth: open the correct table with db.open_table(""notion_pages___homework""). The extra note about replacing old table names is not in the original but does not contradict it. Semantically equivalent."
Is there a specific table I need to open in `main()` for the Notion homework example?,e95bfafc0e,good,"The AI answer matches the ground truth exactly in meaning and code snippet. It identifies the specific table to open in main() as notion_pages___homework, which is the key information requested."
How can I check what tables exist in the database?,e394e6f738,good,The AI answer exactly matches the ground truth and correctly states that `db.table_names()` lists all tables in the database.
Is there a way to list all db tables with dlt?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it correctly states that `db.table_names()` can be used to list all tables in the database.
What method shows the table names in the database?,e394e6f738,good,The AI answer matches the ground truth: it correctly identifies `db.table_names()` as the method used to list/show table names in the database. It omits the explanatory phrase but preserves the key information.
How do I get a list of every table in the db?,e394e6f738,good,The AI answer exactly matches the ground truth and correctly states the method to list all tables in the database.
Which function should I call to see all tables?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it identifies `db.table_names()` as the method to list all tables in the database. No key information is missing.
Does dlt already support ClickHouse or StarRocks connectors?,cd19f122f3,good,The AI answer matches the ground truth: it states that dlt currently does not support ClickHouse or StarRocks connectors and that community contributions are welcome to add them. No key information is missing or contradicted.
Can I use dlt to load data into ClickHouse right now?,cd19f122f3,bad,"The ground truth says DLT currently does not have ClickHouse or StarRocks connectors, though community contributions are welcome. The AI answer 'I don't know' fails to provide this key information and does not answer the question correctly."
Is there any built-in connector for StarRocks in dlt?,cd19f122f3,bad,"The ground truth says DLT currently does not have a StarRocks connector, though community contributions are welcome. The AI answer 'I don't know' does not convey this information and misses the key point, so it is not semantically equivalent."
"If dlt doesn't have ClickHouse or StarRocks connectors, can the community add them?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt currently lacks ClickHouse and StarRocks connectors and that the community can contribute to add them. This preserves the key meaning accurately.
"Are ClickHouse and StarRocks supported by dlt in any way, or not yet?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt currently lacks connectors for ClickHouse and StarRocks and notes that community contributions are welcome. This preserves the key information accurately.
Why am I getting a 401 Unauthorized when my notebook calls the Notion search endpoint?,0dfba07ace,good,"The AI answer preserves the same core explanation and troubleshooting steps as the ground truth: it attributes the 401 to authorization issues and suggests checking the API key/token, permissions, endpoint, token expiry, and configurations, with a fallback to the API docs. This is semantically equivalent."
"How do I fix the ""notebook does not have secret access"" error in the dlt workshop when connecting to Notion?",0dfba07ace,good,"The AI answer captures the same core diagnosis and remedies as the ground truth: it identifies an authorization issue with the Notion API and recommends checking the API key/token, permissions, endpoint, token expiry, and access configurations. It also advises reviewing the docs if the issue persists. This is semantically equivalent, even though it adds a specific endpoint and mentions 401 Unauthorized."
